Date,Open,High,Low,Close,Adj Close,Volume
2020-05-08,7.800000,7.880000,7.700000,7.778000,7.778000,5395265
2020-05-11,7.890000,7.912000,7.594000,7.636000,7.636000,6098289
2020-05-12,7.612000,7.844000,7.522000,7.522000,7.522000,5594275
2020-05-13,7.520000,7.598000,7.392000,7.442000,7.442000,4019711
2020-05-14,7.402000,7.650000,7.120000,7.622000,7.622000,6930767
2020-05-15,7.820000,7.868000,7.406000,7.488000,7.488000,7899151
2020-05-18,7.620000,8.156000,7.522000,8.144000,8.144000,8682363
2020-05-19,8.200000,8.420000,7.690000,8.022000,8.022000,8012241
2020-05-20,7.902000,8.004000,7.686000,7.918000,7.918000,5622867
2020-05-21,8.350000,8.578000,8.012000,8.132000,8.132000,13375409
2020-05-22,8.108000,8.332000,7.932000,8.038000,8.038000,11829791
2020-05-25,8.192000,8.690000,8.074000,8.640000,8.640000,14083195
2020-05-26,8.950000,9.264000,8.950000,9.230000,9.230000,18727965
2020-05-27,9.300000,10.090000,8.730000,9.268000,9.268000,28033128
2020-05-28,9.520000,9.800000,9.202000,9.770000,9.770000,14559179
2020-05-29,9.400000,9.540000,9.044000,9.142000,9.142000,14200306
2020-06-02,9.860000,9.928000,9.348000,9.454000,9.454000,11609442
2020-06-03,9.440000,10.185000,9.350000,10.185000,10.185000,19526149
2020-06-04,9.770000,10.320000,9.722000,10.305000,10.305000,16952085
2020-06-05,10.250000,11.105000,10.125000,10.870000,10.870000,25585154
2020-06-08,10.860000,12.410000,10.780000,11.855000,11.855000,23723017
2020-06-09,12.300000,12.560000,11.130000,11.850000,11.850000,23114962
2020-06-10,11.410000,12.050000,10.840000,11.170000,11.170000,21305406
2020-06-11,9.920000,10.470000,9.756000,10.155000,10.155000,16834022
2020-06-12,10.020000,10.885000,10.000000,10.470000,10.470000,10914737
2020-06-15,10.060000,10.250000,9.940000,10.160000,10.160000,8070856
2020-06-16,10.590000,10.840000,10.225000,10.410000,10.410000,8683969
2020-06-17,10.500000,11.035000,10.245000,10.280000,10.280000,10863448
2020-06-18,10.060000,10.195000,9.730000,9.868000,9.868000,11160241
2020-06-19,10.100000,10.240000,9.902000,10.170000,10.170000,14632250
2020-06-22,9.680000,10.020000,9.280000,9.848000,9.848000,10112345
2020-06-23,9.900000,10.040000,9.400000,9.400000,9.400000,8153855
2020-06-24,9.350000,9.476000,8.886000,8.958000,8.958000,8354116
2020-06-25,10.660000,10.800000,9.524000,9.592000,9.592000,19580702
2020-06-26,9.888000,9.976000,8.982000,8.994000,8.994000,10626891
2020-06-29,8.800000,9.038000,8.594000,9.012000,9.012000,6991555
2020-06-30,9.200000,9.234000,8.804000,8.942000,8.942000,4464205
2020-07-01,8.780000,8.952000,8.522000,8.830000,8.830000,4324200
2020-07-02,8.936000,9.070000,8.798000,8.850000,8.850000,7336804
2020-07-03,8.876000,8.954000,8.688000,8.954000,8.954000,4327696
2020-07-06,9.090000,9.144000,8.970000,9.084000,9.084000,4538920
2020-07-07,9.070000,9.172000,8.980000,9.146000,9.146000,4944469
2020-07-08,9.168000,9.168000,8.858000,9.018000,9.018000,9153679
2020-07-09,9.048000,9.150000,8.680000,8.722000,8.722000,4500783
2020-07-10,8.692000,8.702000,8.432000,8.648000,8.648000,5154260
2020-07-13,8.802000,8.894000,8.614000,8.732000,8.732000,3482372
2020-07-14,8.652000,8.700000,8.472000,8.490000,8.490000,4017765
2020-07-15,8.630000,9.316000,8.580000,9.316000,9.316000,8423570
2020-07-16,9.168000,9.200000,8.786000,8.884000,8.884000,4032700
2020-07-17,8.942000,8.948000,8.574000,8.738000,8.738000,3706466
2020-07-20,null,null,null,null,null,null
2020-07-21,8.626000,8.740000,8.462000,8.596000,8.596000,3881800
2020-07-22,8.634000,8.658000,8.470000,8.590000,8.590000,2503904
2020-07-23,8.584000,8.630000,8.366000,8.474000,8.474000,2414117
2020-07-24,8.354000,8.390000,8.096000,8.226000,8.226000,4179540
2020-07-27,8.152000,8.180000,7.574000,7.810000,7.810000,7741161
2020-07-28,7.860000,7.958000,7.716000,7.920000,7.920000,3159950
2020-07-29,7.920000,8.002000,7.830000,7.932000,7.932000,2125713
2020-07-30,7.942000,7.942000,7.632000,7.694000,7.694000,3737744
2020-07-31,7.710000,7.750000,7.472000,7.478000,7.478000,4632829
2020-08-03,7.500000,7.530000,7.216000,7.270000,7.270000,5412874
2020-08-04,7.278000,7.722000,7.276000,7.654000,7.654000,5104400
2020-08-05,7.776000,8.216000,7.776000,8.198000,8.198000,7006208
2020-08-06,8.580000,8.850000,7.842000,8.098000,8.098000,7127677
2020-08-07,7.968000,7.998000,7.680000,7.868000,7.868000,2842021
